WORK_CNTY,RESULT,PERIOD,cfips,result,period,tot_workers,all_salary,avg_salary,decision_dur,naics4
17159,CERTIFIED,2015Q1,17159,CERTIFIED,2015Q1,1.0,92500.0,92500.0,6,6221
17159,CERTIFIED,2015Q3,17159,CERTIFIED,2015Q3,4.0,604590.0,151147.0,6,6221
17159,CERTIFIED,2015Q4,17159,CERTIFIED,2015Q4,4.0,180960.0,60320.0,6,5417
17159,CERTIFIED,2017Q2,17159,CERTIFIED,2017Q2,3.0,117000.0,58500.0,4,4236
17159,CERTIFIED,2018Q1,17159,CERTIFIED,2018Q1,17.0,141580.0,35395.0,5,5613
17159,DENIED,2017Q2,17159,DENIED,2017Q2,1.0,60000.0,60000.0,2,4236
17161,CERT-WITHD,2015Q1,17161,CERT-WITHD,2015Q1,5.0,322508.0,64501.0,641,5415
17161,CERT-WITHD,2015Q2,17161,CERT-WITHD,2015Q2,2.0,119664.0,59832.0,22,5415
17161,CERT-WITHD,2015Q3,17161,CERT-WITHD,2015Q3,1.0,58718.0,58718.0,595,5415
17161,CERT-WITHD,2015Q4,17161,CERT-WITHD,2015Q4,4.0,737350.0,184337.0,194,6211
17161,CERT-WITHD,2016Q1,17161,CERT-WITHD,2016Q1,4.0,155046.0,38761.0,6,5415
17161,CERT-WITHD,2016Q2,17161,CERT-WITHD,2016Q2,2.0,56500.0,28250.0,6,5415
17161,CERT-WITHD,2016Q3,17161,CERT-WITHD,2016Q3,32.0,87044.0,29014.0,5,5415
17161,CERT-WITHD,2016Q4,17161,CERT-WITHD,2016Q4,21.0,136852.0,45617.0,4,5415
17161,CERT-WITHD,2017Q1,17161,CERT-WITHD,2017Q1,1.0,175000.0,175000.0,2,6211
17161,CERT-WITHD,2017Q2,17161,CERT-WITHD,2017Q2,1.0,30000.0,30000.0,7,6113
17161,CERT-WITHD,2017Q3,17161,CERT-WITHD,2017Q3,3.0,145820.0,48606.0,6,5415
17161,CERT-WITHD,2017Q4,17161,CERT-WITHD,2017Q4,2.0,78693.0,39346.0,6,5511
17161,CERT-WITHD,2018Q1,17161,CERT-WITHD,2018Q1,1.0,32500.0,32500.0,6,5415
17161,CERTIFIED,2015Q1,17161,CERTIFIED,2015Q1,87.0,4540246.0,69849.0,6,5415
17161,CERTIFIED,2015Q2,17161,CERTIFIED,2015Q2,489.0,24958673.0,64659.0,6,5415
17161,CERTIFIED,2015Q3,17161,CERTIFIED,2015Q3,100.0,7554617.0,89935.0,5,5415
17161,CERTIFIED,2015Q4,17161,CERTIFIED,2015Q4,105.0,6253849.0,86859.0,5,5415
17161,CERTIFIED,2016Q1,17161,CERTIFIED,2016Q1,115.0,2520322.0,56007.0,6,5415
17161,CERTIFIED,2016Q2,17161,CERTIFIED,2016Q2,499.0,13604017.0,38538.0,5,5415
17161,CERTIFIED,2016Q3,17161,CERTIFIED,2016Q3,276.0,4378350.0,52123.0,5,5415
17161,CERTIFIED,2016Q4,17161,CERTIFIED,2016Q4,177.0,3458271.0,48031.0,5,5415
17161,CERTIFIED,2017Q1,17161,CERTIFIED,2017Q1,130.0,2212903.0,51462.0,6,5415
17161,CERTIFIED,2017Q2,17161,CERTIFIED,2017Q2,353.0,11471755.0,40111.0,5,5415
17161,CERTIFIED,2017Q3,17161,CERTIFIED,2017Q3,124.0,4814718.0,57318.0,5,5415
17161,CERTIFIED,2017Q4,17161,CERTIFIED,2017Q4,66.0,2438981.0,39338.0,5,5415
17161,CERTIFIED,2018Q1,17161,CERTIFIED,2018Q1,75.0,3051363.0,42976.0,5,5415
17161,DENIED,2015Q2,17161,DENIED,2015Q2,2.0,125400.0,62700.0,8,5415
17161,DENIED,2015Q3,17161,DENIED,2015Q3,1.0,270000.0,270000.0,5,6211
17161,DENIED,2015Q4,17161,DENIED,2015Q4,3.0,371829.0,123943.0,4,5415
17161,DENIED,2016Q4,17161,DENIED,2016Q4,1.0,38821.0,38821.0,4,3345
17161,WITHDRAWN,2015Q1,17161,WITHDRAWN,2015Q1,10.0,639623.0,63962.0,1,5415
17161,WITHDRAWN,2015Q2,17161,WITHDRAWN,2015Q2,26.0,1600033.0,61539.0,1,5415
17161,WITHDRAWN,2015Q3,17161,WITHDRAWN,2015Q3,2.0,254880.0,127440.0,0,6221
17161,WITHDRAWN,2015Q4,17161,WITHDRAWN,2015Q4,16.0,237768.0,59442.0,3,5417
17161,WITHDRAWN,2016Q1,17161,WITHDRAWN,2016Q1,107.0,517326.0,47029.0,159,5415
17161,WITHDRAWN,2016Q2,17161,WITHDRAWN,2016Q2,16.0,926993.0,66213.0,50,5415
17161,WITHDRAWN,2016Q3,17161,WITHDRAWN,2016Q3,2.0,129166.0,64583.0,534,5415
17161,WITHDRAWN,2016Q4,17161,WITHDRAWN,2016Q4,3.0,108815.0,36271.0,2,5415
17161,WITHDRAWN,2017Q1,17161,WITHDRAWN,2017Q1,4.0,218649.0,54662.0,390,5415
17161,WITHDRAWN,2017Q2,17161,WITHDRAWN,2017Q2,2.0,121077.0,60538.0,2,5415
17161,WITHDRAWN,2017Q3,17161,WITHDRAWN,2017Q3,5.0,191954.0,38390.0,120,5415
17161,WITHDRAWN,2017Q4,17161,WITHDRAWN,2017Q4,1.0,37357.0,37357.0,1,5415
17161,WITHDRAWN,2018Q1,17161,WITHDRAWN,2018Q1,4.0,180717.0,45179.0,308,5415
17163,CERT-WITHD,2015Q2,17163,CERT-WITHD,2015Q2,3.0,209226.0,69742.0,12,5416
17163,CERT-WITHD,2016Q2,17163,CERT-WITHD,2016Q2,5.0,201444.0,40288.0,6,5416
17163,CERT-WITHD,2016Q3,17163,CERT-WITHD,2016Q3,2.0,73592.0,36796.0,6,5416
17163,CERT-WITHD,2017Q2,17163,CERT-WITHD,2017Q2,1.0,39478.0,39478.0,6,5416
17163,CERT-WITHD,2017Q3,17163,CERT-WITHD,2017Q3,1.0,39478.0,39478.0,6,5416
17163,CERT-WITHD,2017Q4,17163,CERT-WITHD,2017Q4,1.0,31293.0,31293.0,6,5416
17163,CERTIFIED,2015Q1,17163,CERTIFIED,2015Q1,1.0,62462.0,62462.0,6,3332
17163,CERTIFIED,2015Q2,17163,CERTIFIED,2015Q2,30.0,1845955.0,87902.0,6,5416
17163,CERTIFIED,2015Q3,17163,CERTIFIED,2015Q3,5.0,540896.0,108179.0,5,5413
17163,CERTIFIED,2015Q4,17163,CERTIFIED,2015Q4,2.0,140000.0,70000.0,5,6113
17163,CERTIFIED,2016Q1,17163,CERTIFIED,2016Q1,7.0,168929.0,84464.0,6,5413
17163,CERTIFIED,2016Q2,17163,CERTIFIED,2016Q2,29.0,2440380.0,84151.0,5,5416
17163,CERTIFIED,2016Q3,17163,CERTIFIED,2016Q3,10.0,1066186.0,106618.0,5,6221
17163,CERTIFIED,2016Q4,17163,CERTIFIED,2016Q4,2.0,160368.0,80184.0,6,5413
17163,CERTIFIED,2017Q1,17163,CERTIFIED,2017Q1,1.0,91000.0,91000.0,6,6212
17163,CERTIFIED,2017Q2,17163,CERTIFIED,2017Q2,35.0,1818487.0,51956.0,5,5416
17163,CERTIFIED,2017Q3,17163,CERTIFIED,2017Q3,2.0,70250.0,35125.0,4,5416
17163,CERTIFIED,2018Q1,17163,CERTIFIED,2018Q1,3.0,175265.0,58421.0,6,5416
17163,DENIED,2015Q4,17163,DENIED,2015Q4,3.0,188122.0,62707.0,5,6111
17163,WITHDRAWN,2016Q2,17163,WITHDRAWN,2016Q2,1.0,197500.0,197500.0,1,6221
17163,WITHDRAWN,2017Q2,17163,WITHDRAWN,2017Q2,7.0,299000.0,42714.0,0,5416
17165,CERTIFIED,2015Q4,17165,CERTIFIED,2015Q4,2.0,419617.0,209808.0,6,6221
17165,CERTIFIED,2016Q4,17165,CERTIFIED,2016Q4,1.0,30000.0,30000.0,5,5415
17165,CERTIFIED,2017Q2,17165,CERTIFIED,2017Q2,2.0,532900.0,266450.0,6,6211
17165,CERTIFIED,2018Q1,17165,CERTIFIED,2018Q1,1.0,120000.0,120000.0,6,6214
17165,WITHDRAWN,2017Q2,17165,WITHDRAWN,2017Q2,2.0,532900.0,266450.0,4,6211
17167,CERT-WITHD,2015Q1,17167,CERT-WITHD,2015Q1,7.0,1333632.0,190518.0,308,6113
17167,CERT-WITHD,2015Q2,17167,CERT-WITHD,2015Q2,6.0,544074.0,90679.0,287,5415
17167,CERT-WITHD,2015Q3,17167,CERT-WITHD,2015Q3,2.0,130650.0,65325.0,599,5415
17167,CERT-WITHD,2015Q4,17167,CERT-WITHD,2015Q4,3.0,229479.0,76493.0,506,5415
17167,CERT-WITHD,2016Q1,17167,CERT-WITHD,2016Q1,3.0,92766.0,30922.0,4,5416
17167,CERT-WITHD,2016Q2,17167,CERT-WITHD,2016Q2,7.0,251500.0,35928.0,5,5415
17167,CERT-WITHD,2016Q3,17167,CERT-WITHD,2016Q3,8.0,481474.0,60184.0,4,6113
17167,CERT-WITHD,2016Q4,17167,CERT-WITHD,2016Q4,5.0,194000.0,38800.0,5,5415
17167,CERT-WITHD,2017Q1,17167,CERT-WITHD,2017Q1,4.0,307833.0,76958.0,5,5415
17167,CERT-WITHD,2017Q2,17167,CERT-WITHD,2017Q2,4.0,437838.0,109459.0,4,6113
17167,CERT-WITHD,2017Q3,17167,CERT-WITHD,2017Q3,124.0,2089906.0,31665.0,5,5415
17167,CERT-WITHD,2017Q4,17167,CERT-WITHD,2017Q4,12.0,447307.0,37275.0,5,5415
17167,CERT-WITHD,2018Q1,17167,CERT-WITHD,2018Q1,4.0,369050.0,92262.0,4,5613
17167,CERTIFIED,2015Q1,17167,CERTIFIED,2015Q1,75.0,2236393.0,93183.0,5,5415
17167,CERTIFIED,2015Q2,17167,CERTIFIED,2015Q2,143.0,7327235.0,89356.0,5,5415
17167,CERTIFIED,2015Q3,17167,CERTIFIED,2015Q3,68.0,4519129.0,100425.0,5,5415
17167,CERTIFIED,2015Q4,17167,CERTIFIED,2015Q4,65.0,3409731.0,89729.0,5,5415
17167,CERTIFIED,2016Q1,17167,CERTIFIED,2016Q1,16.0,1163900.0,72743.0,6,5415
17167,CERTIFIED,2016Q2,17167,CERTIFIED,2016Q2,98.0,4967492.0,59136.0,5,5415
17167,CERTIFIED,2016Q3,17167,CERTIFIED,2016Q3,85.0,4175429.0,99414.0,5,6113
17167,CERTIFIED,2016Q4,17167,CERTIFIED,2016Q4,91.0,1808020.0,53177.0,5,5415
17167,CERTIFIED,2017Q1,17167,CERTIFIED,2017Q1,121.0,3042993.0,59666.0,6,5415
17167,CERTIFIED,2017Q2,17167,CERTIFIED,2017Q2,220.0,8501679.0,90443.0,5,5415
17167,CERTIFIED,2017Q3,17167,CERTIFIED,2017Q3,119.0,2362349.0,65620.0,5,5415
17167,CERTIFIED,2017Q4,17167,CERTIFIED,2017Q4,111.0,2261701.0,72958.0,6,5415
17167,CERTIFIED,2018Q1,17167,CERTIFIED,2018Q1,92.0,1512059.0,54002.0,5,5415
17167,DENIED,2015Q2,17167,DENIED,2015Q2,2.0,139048.0,69524.0,7,5415
17167,DENIED,2016Q1,17167,DENIED,2016Q1,2.0,258545.0,129272.0,2,6113
17167,DENIED,2016Q2,17167,DENIED,2016Q2,3.0,107622.0,35874.0,4,3353
17167,DENIED,2016Q4,17167,DENIED,2016Q4,15.0,98421.0,98421.0,2,5416
17167,DENIED,2017Q1,17167,DENIED,2017Q1,1.0,141970.0,141970.0,4,6113
17167,DENIED,2017Q2,17167,DENIED,2017Q2,6.0,658331.0,109721.0,3,6113
17167,DENIED,2017Q3,17167,DENIED,2017Q3,2.0,40452.0,20226.0,2,9211
17167,WITHDRAWN,2015Q1,17167,WITHDRAWN,2015Q1,1.0,86500.0,86500.0,0,5415
17167,WITHDRAWN,2015Q2,17167,WITHDRAWN,2015Q2,3.0,160929.0,53643.0,0,5415
17167,WITHDRAWN,2015Q4,17167,WITHDRAWN,2015Q4,7.0,256962.0,85654.0,2,5416
17167,WITHDRAWN,2016Q2,17167,WITHDRAWN,2016Q2,1.0,25881.0,25881.0,0,6113
17167,WITHDRAWN,2016Q4,17167,WITHDRAWN,2016Q4,1.0,35298.0,35298.0,4,5415
17167,WITHDRAWN,2017Q1,17167,WITHDRAWN,2017Q1,2.0,123191.0,61595.0,0,5415
17167,WITHDRAWN,2017Q2,17167,WITHDRAWN,2017Q2,4.0,323158.0,80789.0,1,5415
17167,WITHDRAWN,2017Q3,17167,WITHDRAWN,2017Q3,1.0,33103.0,33103.0,6,5415
17167,WITHDRAWN,2018Q1,17167,WITHDRAWN,2018Q1,1.0,43000.0,43000.0,0,5415
17169,CERT-WITHD,2017Q4,17169,CERT-WITHD,2017Q4,1.0,27500.0,27500.0,2,6113
17169,CERTIFIED,2015Q1,17169,CERTIFIED,2015Q1,2.0,401743.0,200871.0,6,6221
17169,CERTIFIED,2017Q4,17169,CERTIFIED,2017Q4,2.0,65000.0,32500.0,7,5416
17171,CERTIFIED,2016Q3,17171,CERTIFIED,2016Q3,1.0,218500.0,218500.0,4,6211
17173,CERT-WITHD,2016Q2,17173,CERT-WITHD,2016Q2,1.0,115000.0,115000.0,4,6221
17173,CERTIFIED,2015Q2,17173,CERTIFIED,2015Q2,2.0,94000.0,47000.0,6,6221
17173,CERTIFIED,2015Q3,17173,CERTIFIED,2015Q3,2.0,190219.0,95109.0,6,6221
17173,CERTIFIED,2015Q4,17173,CERTIFIED,2015Q4,1.0,39000.0,39000.0,6,6221
17173,CERTIFIED,2016Q2,17173,CERTIFIED,2016Q2,3.0,152607.0,50869.0,5,6221
17173,CERTIFIED,2016Q3,17173,CERTIFIED,2016Q3,1.0,26707.0,26707.0,6,6221
17173,CERTIFIED,2017Q1,17173,CERTIFIED,2017Q1,1.0,45313.0,45313.0,6,3271
17173,CERTIFIED,2017Q2,17173,CERTIFIED,2017Q2,7.0,154096.0,51365.0,4,5415
17173,CERTIFIED,2017Q3,17173,CERTIFIED,2017Q3,3.0,33748.0,33748.0,6,5415
17173,WITHDRAWN,2017Q2,17173,WITHDRAWN,2017Q2,3.0,33748.0,33748.0,1,5415
17175,CERTIFIED,2015Q2,17175,CERTIFIED,2015Q2,1.0,53726.0,53726.0,6,5613
17175,CERTIFIED,2015Q3,17175,CERTIFIED,2015Q3,1.0,103044.0,103044.0,6,3253
17175,CERTIFIED,2017Q1,17175,CERTIFIED,2017Q1,1.0,109903.0,109903.0,6,3253
17177,CERTIFIED,2015Q1,17177,CERTIFIED,2015Q1,1.0,69555.0,69555.0,6,6213
17177,CERTIFIED,2015Q2,17177,CERTIFIED,2015Q2,3.0,236560.0,78853.0,6,6213
17177,CERTIFIED,2015Q3,17177,CERTIFIED,2015Q3,3.0,489555.0,163185.0,5,6221
17177,CERTIFIED,2015Q4,17177,CERTIFIED,2015Q4,2.0,100262.0,50131.0,6,6111
17177,CERTIFIED,2016Q1,17177,CERTIFIED,2016Q1,1.0,48131.0,48131.0,4,6111
17177,CERTIFIED,2016Q2,17177,CERTIFIED,2016Q2,3.0,167750.0,55916.0,5,3334
17177,CERTIFIED,2016Q3,17177,CERTIFIED,2016Q3,1.0,31200.0,31200.0,6,5613
17177,CERTIFIED,2016Q4,17177,CERTIFIED,2016Q4,11.0,76412.0,38206.0,5,5613
17177,CERTIFIED,2017Q1,17177,CERTIFIED,2017Q1,1.0,70846.0,70846.0,6,5415
17177,CERTIFIED,2017Q3,17177,CERTIFIED,2017Q3,11.0,79851.0,39925.0,6,5613
17177,CERTIFIED,2017Q4,17177,CERTIFIED,2017Q4,3.0,127836.0,42612.0,4,5613
17179,CERT-WITHD,2015Q1,17179,CERT-WITHD,2015Q1,3.0,197500.0,65833.0,119,5415
17179,CERT-WITHD,2015Q2,17179,CERT-WITHD,2015Q2,1.0,84000.0,84000.0,885,5415
17179,CERT-WITHD,2015Q4,17179,CERT-WITHD,2015Q4,1.0,64700.0,64700.0,105,5413
17179,CERT-WITHD,2016Q2,17179,CERT-WITHD,2016Q2,4.0,119973.0,29993.0,6,5415
17179,CERT-WITHD,2016Q3,17179,CERT-WITHD,2016Q3,8.0,157701.0,52567.0,4,3353
17179,CERT-WITHD,2016Q4,17179,CERT-WITHD,2016Q4,61.0,2204874.0,36145.0,5,5415
17179,CERT-WITHD,2017Q1,17179,CERT-WITHD,2017Q1,1.0,34320.0,34320.0,6,5415
17179,CERT-WITHD,2017Q2,17179,CERT-WITHD,2017Q2,4.0,198250.0,49562.0,3,5415
17179,CERT-WITHD,2017Q3,17179,CERT-WITHD,2017Q3,23.0,179030.0,44757.0,5,5415
17179,CERT-WITHD,2018Q1,17179,CERT-WITHD,2018Q1,1.0,31000.0,31000.0,6,5415
17179,CERTIFIED,2015Q1,17179,CERTIFIED,2015Q1,101.0,2293440.0,88209.0,5,5415
17179,CERTIFIED,2015Q2,17179,CERTIFIED,2015Q2,397.0,7450753.0,72337.0,6,5415
17179,CERTIFIED,2015Q3,17179,CERTIFIED,2015Q3,196.0,3551837.0,78929.0,6,5415
17179,CERTIFIED,2015Q4,17179,CERTIFIED,2015Q4,133.0,2812883.0,85238.0,5,5415
17179,CERTIFIED,2016Q1,17179,CERTIFIED,2016Q1,69.0,1984505.0,73500.0,6,5415
17179,CERTIFIED,2016Q2,17179,CERTIFIED,2016Q2,202.0,4639997.0,48842.0,5,5415
17179,CERTIFIED,2016Q3,17179,CERTIFIED,2016Q3,95.0,1381760.0,69088.0,5,5415
17179,CERTIFIED,2016Q4,17179,CERTIFIED,2016Q4,33.0,1614175.0,48914.0,5,5415
17179,CERTIFIED,2017Q1,17179,CERTIFIED,2017Q1,37.0,1293086.0,46181.0,6,5415
17179,CERTIFIED,2017Q2,17179,CERTIFIED,2017Q2,297.0,4407284.0,52467.0,5,5415
17179,CERTIFIED,2017Q3,17179,CERTIFIED,2017Q3,59.0,1522566.0,54377.0,5,5415
17179,CERTIFIED,2017Q4,17179,CERTIFIED,2017Q4,65.0,1657899.0,47368.0,5,5415
17179,CERTIFIED,2018Q1,17179,CERTIFIED,2018Q1,55.0,1741158.0,47058.0,5,5415
17179,DENIED,2016Q2,17179,DENIED,2016Q2,1.0,70500.0,70500.0,3,5415
17179,DENIED,2016Q4,17179,DENIED,2016Q4,1.0,130000.0,130000.0,3,5112
17179,DENIED,2017Q1,17179,DENIED,2017Q1,1.0,33000.0,33000.0,5,3353
17179,DENIED,2017Q2,17179,DENIED,2017Q2,25.0,39676.0,39676.0,5,5415
17179,DENIED,2017Q3,17179,DENIED,2017Q3,1.0,40000.0,40000.0,3,5415
17179,WITHDRAWN,2015Q2,17179,WITHDRAWN,2015Q2,5.0,295789.0,59157.0,0,5413
17179,WITHDRAWN,2015Q4,17179,WITHDRAWN,2015Q4,1.0,99840.0,99840.0,5,6221
17179,WITHDRAWN,2016Q1,17179,WITHDRAWN,2016Q1,1.0,40000.0,40000.0,1,5413
17179,WITHDRAWN,2016Q2,17179,WITHDRAWN,2016Q2,3.0,112895.0,37631.0,0,5415
17179,WITHDRAWN,2016Q3,17179,WITHDRAWN,2016Q3,1.0,67000.0,67000.0,1,5415
17179,WITHDRAWN,2017Q1,17179,WITHDRAWN,2017Q1,2.0,60000.0,30000.0,1,3353
17179,WITHDRAWN,2017Q2,17179,WITHDRAWN,2017Q2,2.0,106557.0,53278.0,4,7211
17179,WITHDRAWN,2017Q3,17179,WITHDRAWN,2017Q3,1.0,40000.0,40000.0,0,5415
17179,WITHDRAWN,2017Q4,17179,WITHDRAWN,2017Q4,3.0,154532.0,51510.0,47,5415
17181,CERTIFIED,2015Q1,17181,CERTIFIED,2015Q1,10.0,66560.0,66560.0,7,5613
17181,CERTIFIED,2015Q2,17181,CERTIFIED,2015Q2,1.0,52208.0,52208.0,6,5413
17181,CERTIFIED,2015Q3,17181,CERTIFIED,2015Q3,1.0,42598.0,42598.0,6,6221
17181,CERTIFIED,2016Q1,17181,CERTIFIED,2016Q1,3.0,898397.0,299465.0,6,6211
17181,DENIED,2017Q4,17181,DENIED,2017Q4,1.0,49940.0,49940.0,5,6221
17183,CERT-WITHD,2017Q2,17183,CERT-WITHD,2017Q2,1.0,37721.0,37721.0,6,5415
17183,CERT-WITHD,2017Q4,17183,CERT-WITHD,2017Q4,2.0,146967.0,73483.0,5,3363
17183,CERTIFIED,2015Q1,17183,CERTIFIED,2015Q1,1.0,32052.0,32052.0,6,5313
17183,CERTIFIED,2015Q2,17183,CERTIFIED,2015Q2,3.0,375751.0,125250.0,5,3363
17183,CERTIFIED,2015Q3,17183,CERTIFIED,2015Q3,4.0,506890.0,126722.0,5,5416
17183,CERTIFIED,2015Q4,17183,CERTIFIED,2015Q4,3.0,223000.0,74333.0,5,6213
17183,CERTIFIED,2016Q1,17183,CERTIFIED,2016Q1,3.0,136971.0,45657.0,6,5415
17183,CERTIFIED,2016Q2,17183,CERTIFIED,2016Q2,3.0,187550.0,62516.0,4,3363
17183,CERTIFIED,2016Q3,17183,CERTIFIED,2016Q3,2.0,101999.0,50999.0,6,4238
17183,CERTIFIED,2016Q4,17183,CERTIFIED,2016Q4,3.0,99850.0,33283.0,6,5415
17183,CERTIFIED,2017Q2,17183,CERTIFIED,2017Q2,5.0,430239.0,86047.0,5,6211
17183,CERTIFIED,2018Q1,17183,CERTIFIED,2018Q1,19.0,338360.0,48337.0,5,5613
17183,DENIED,2017Q2,17183,DENIED,2017Q2,1.0,150000.0,150000.0,1,6211
17183,DENIED,2018Q1,17183,DENIED,2018Q1,2.0,125719.0,62859.0,4,3329
17183,WITHDRAWN,2017Q2,17183,WITHDRAWN,2017Q2,2.0,52000.0,26000.0,0,2382
17185,CERTIFIED,2015Q3,17185,CERTIFIED,2015Q3,1.0,59883.0,59883.0,6,5613
17185,CERTIFIED,2016Q4,17185,CERTIFIED,2016Q4,1.0,31200.0,31200.0,6,5613
17185,CERTIFIED,2017Q2,17185,CERTIFIED,2017Q2,3.0,460200.0,153400.0,5,6221
17185,CERTIFIED,2017Q3,17185,CERTIFIED,2017Q3,2.0,157040.0,78520.0,5,6211
17187,CERT-WITHD,2015Q3,17187,CERT-WITHD,2015Q3,1.0,49000.0,49000.0,770,6113
17187,CERTIFIED,2015Q2,17187,CERTIFIED,2015Q2,1.0,64000.0,64000.0,6,5417
17187,CERTIFIED,2015Q3,17187,CERTIFIED,2015Q3,1.0,58970.0,58970.0,6,6113
17187,CERTIFIED,2015Q4,17187,CERTIFIED,2015Q4,21.0,200720.0,66906.0,6,5415
17187,CERTIFIED,2016Q2,17187,CERTIFIED,2016Q2,1.0,32640.0,32640.0,6,5417
17187,CERTIFIED,2017Q2,17187,CERTIFIED,2017Q2,1.0,25250.0,25250.0,4,6113
17187,CERTIFIED,2017Q3,17187,CERTIFIED,2017Q3,10.0,62867.0,31433.0,6,6113
17187,CERTIFIED,2017Q4,17187,CERTIFIED,2017Q4,1.0,24500.0,24500.0,7,6113
17189,CERTIFIED,2015Q4,17189,CERTIFIED,2015Q4,25.0,284460.0,56892.0,6,5613
17193,CERT-WITHD,2015Q4,17193,CERT-WITHD,2015Q4,2.0,440000.0,220000.0,12,6211
17193,CERT-WITHD,2017Q3,17193,CERT-WITHD,2017Q3,2.0,215000.0,107500.0,4,6211
17193,CERTIFIED,2015Q4,17193,CERTIFIED,2015Q4,2.0,430000.0,215000.0,6,6211
17193,CERTIFIED,2016Q1,17193,CERTIFIED,2016Q1,13.0,356904.0,89226.0,6,6211
17193,CERTIFIED,2016Q3,17193,CERTIFIED,2016Q3,20.0,53809.0,26904.0,6,5613
17193,CERTIFIED,2017Q1,17193,CERTIFIED,2017Q1,1.0,33280.0,33280.0,7,5613
17193,CERTIFIED,2017Q2,17193,CERTIFIED,2017Q2,4.0,798220.0,199555.0,6,3345
17193,CERTIFIED,2017Q3,17193,CERTIFIED,2017Q3,1.0,28069.0,28069.0,6,6213
17193,CERTIFIED,2018Q1,17193,CERTIFIED,2018Q1,1.0,241280.0,241280.0,6,6211
17193,DENIED,2017Q2,17193,DENIED,2017Q2,1.0,306872.0,306872.0,6,6211
17193,WITHDRAWN,2018Q1,17193,WITHDRAWN,2018Q1,1.0,241280.0,241280.0,0,6211
17195,CERT-WITHD,2017Q3,17195,CERT-WITHD,2017Q3,40.0,127983.0,127983.0,6,5415
17195,CERTIFIED,2015Q2,17195,CERTIFIED,2015Q2,1.0,192500.0,192500.0,6,6221
17195,CERTIFIED,2015Q4,17195,CERTIFIED,2015Q4,11.0,178131.0,59377.0,5,5613
17195,CERTIFIED,2016Q1,17195,CERTIFIED,2016Q1,1.0,76960.0,76960.0,6,6213
17195,CERTIFIED,2016Q2,17195,CERTIFIED,2016Q2,322.0,1034230.0,103423.0,6,5415
17195,CERTIFIED,2017Q1,17195,CERTIFIED,2017Q1,1.0,31000.0,31000.0,7,3352
17195,CERTIFIED,2017Q2,17195,CERTIFIED,2017Q2,43.0,261546.0,65386.0,6,3352
17195,CERTIFIED,2017Q3,17195,CERTIFIED,2017Q3,1.0,125000.0,125000.0,7,6221
17195,WITHDRAWN,2015Q4,17195,WITHDRAWN,2015Q4,5.0,53331.0,53331.0,5,5417
17195,WITHDRAWN,2017Q2,17195,WITHDRAWN,2017Q2,1.0,25350.0,25350.0,0,3352
17197,CERT-WITHD,2015Q1,17197,CERT-WITHD,2015Q1,3.0,180000.0,60000.0,880,5415
17197,CERT-WITHD,2015Q2,17197,CERT-WITHD,2015Q2,2.0,125549.0,62774.0,172,4931
17197,CERT-WITHD,2015Q3,17197,CERT-WITHD,2015Q3,3.0,199212.0,66404.0,24,5613
17197,CERT-WITHD,2015Q4,17197,CERT-WITHD,2015Q4,6.0,247796.0,61949.0,192,5417
17197,CERT-WITHD,2016Q1,17197,CERT-WITHD,2016Q1,1.0,30648.0,30648.0,6,5614
17197,CERT-WITHD,2016Q2,17197,CERT-WITHD,2016Q2,2.0,52592.0,26296.0,6,5613
17197,CERT-WITHD,2016Q3,17197,CERT-WITHD,2016Q3,13.0,454879.0,37906.0,4,5415
17197,CERT-WITHD,2016Q4,17197,CERT-WITHD,2016Q4,1.0,80400.0,80400.0,4,4234
17197,CERT-WITHD,2017Q2,17197,CERT-WITHD,2017Q2,5.0,223842.0,44768.0,6,5415
17197,CERT-WITHD,2017Q3,17197,CERT-WITHD,2017Q3,3.0,100000.0,33333.0,6,5415
17197,CERT-WITHD,2017Q4,17197,CERT-WITHD,2017Q4,2.0,129600.0,64800.0,6,4232
17197,CERT-WITHD,2018Q1,17197,CERT-WITHD,2018Q1,8.0,176750.0,44187.0,6,5415
17197,CERTIFIED,2015Q1,17197,CERTIFIED,2015Q1,44.0,3041549.0,84487.0,5,5415
17197,CERTIFIED,2015Q2,17197,CERTIFIED,2015Q2,173.0,11646479.0,69324.0,6,5415
17197,CERTIFIED,2015Q3,17197,CERTIFIED,2015Q3,45.0,3304909.0,76858.0,5,5415
17197,CERTIFIED,2015Q4,17197,CERTIFIED,2015Q4,110.0,4393487.0,82895.0,5,5415
17197,CERTIFIED,2016Q1,17197,CERTIFIED,2016Q1,34.0,1243147.0,56506.0,6,5415
17197,CERTIFIED,2016Q2,17197,CERTIFIED,2016Q2,172.0,4738562.0,40157.0,5,5415
17197,CERTIFIED,2016Q3,17197,CERTIFIED,2016Q3,54.0,2432318.0,60807.0,5,5415
17197,CERTIFIED,2016Q4,17197,CERTIFIED,2016Q4,87.0,2460769.0,61519.0,5,5415
17197,CERTIFIED,2017Q1,17197,CERTIFIED,2017Q1,17.0,760201.0,50680.0,5,5415
17197,CERTIFIED,2017Q2,17197,CERTIFIED,2017Q2,145.0,5090991.0,46706.0,5,5415
17197,CERTIFIED,2017Q3,17197,CERTIFIED,2017Q3,51.0,1407891.0,52144.0,5,5415
17197,CERTIFIED,2017Q4,17197,CERTIFIED,2017Q4,55.0,1701725.0,54894.0,5,5415
